level,canton,number,abbr_de,abbr_fr,abbr_it,aliases,title_de
cantonal,NW,821.111,,,,,Regierungsratsbeschluss zur Bekämpfung des Erregers des Birnengitterrostes
cantonal,NW,821.112,,,,,Regierungsratsbeschluss zur Entfernung hochanfälliger Feuerbrand-Wirtspflanzen im Kanton Nidwalden
cantonal,NW,821.113,,,,,Regierungsratsbeschluss betreffend einem Anpflanz- und Inverkehrbringungsverbot für Weissdornpflanzen im Kanton Nidwalden
cantonal,NW,821.12,,,,,Vollzugsverordnung über die kontrollierte Ursprungsbezeichnung für Weine
cantonal,NW,825.1,,,,,Einführungsgesetz zur Bundesgesetzgebung über den bäuerlichen Grundbesitz
cantonal,NW,825.11,,,,,Verordnung zum Einführungsgesetz zur Bundesgesetzgebung über den bäuerlichen Grundbesitz
cantonal,NW,826.126,,,,,Verfügung über die Bekämpfung der Varroamilbenkrankheit der Bienen
cantonal,NW,826.128,,,,,Verfügung über die Flächensanierung von seuchenhaften Lungenkrankheiten bei Schweinen
cantonal,NW,826.2,,,,,Gesetz über die Viehversicherung
cantonal,NW,826.3,,,,,Gesetz über das Halten von Hunden
cantonal,NW,826.31,,,,,Vollzugsverordnung zum Gesetz über das Halten von Hunden
cantonal,NW,831.1,,,,,Einführungsgesetz zum Bundesgesetz über den Wald
cantonal,NW,831.11,,,,,Vollzugsverordnung zum kantonalen Waldgesetz
cantonal,NW,841.1,,,,,Einführungsgesetz zum Bundesgesetz über die Jagd und den Schutz wildlebender Säugetiere und Vögel
cantonal,NW,841.11,,,,,Vollzugsverordnung zum kantonalen Jagdgesetz
cantonal,NW,841.111,,,,,Jagdbetriebsvorschriften 2026
cantonal,NW,841.12,,,,,Vollzugsverordnung über den Jagdlehrgang und die Jagdprüfung
cantonal,NW,841.121,,,,,Gegenrechtserklärung der Kantonsregierungen von Luzern und Nidwalden über die Anerkennung der Jagdfähigkeitsausweise
cantonal,NW,841.122,,,,,Gegenrechtserklärung der Kantonsregierungen von Aargau und Nidwalden über die Anerkennung der Jagdfähigkeitsausweise
cantonal,NW,841.123,,,,,Gegenrechtserklärung der Jagdverwaltung des Kantons Bern und der Kantonsregierung von Nidwalden über die Anerkennung der Jagdfähigkeitsausweise
cantonal,NW,841.13,,,,,Vollzugsverordnung über die Beiträge an Abwehrmassnahmen sowie die Schatzung und Vergütung von Wildschäden
cantonal,NW,841.14,,,,,Verordnung über die Regulierung von Steinwildbeständen
cantonal,NW,841.15,,,,,Verordnung über die Wildruhegebiete
cantonal,NW,841.16,,,,,Verordnung über die zeitlich befristeten Wildschutzgebiete
cantonal,NW,842.1,,,,,Einführungsgesetz zum Bundesgesetz über die Fischerei
cantonal,NW,842.11,,,,,Verordnung zum Einführungsgesetz zum Bundesgesetz über die Fischerei
cantonal,NW,842.2,,,,,Interkantonale Vereinbarung über die Fischerei im Vierwaldstättersee
cantonal,NW,842.21,,,,,Ausführungsbestimmungen zur Vereinbarung über die Fischerei im Vierwaldstättersee
cantonal,NW,852.1,,,,,Gesetz über die Gewinnung mineralischer Rohstoffe
cantonal,NW,852.11,,,,,Vollziehungsverordnung zum Gesetz über die Gewinnung mineralischer Rohstoffe
cantonal,NW,853.1,,,,,Gesetz über die Einfuhr und den Verkauf von Salz
cantonal,NW,853.11,,,,,Interkantonale Vereinbarung über den Salzverkauf in der Schweiz
cantonal,NW,854.1,,,,,Gesetz über das Gastgewerbe und den Handel mit alkoholischen Getränken
cantonal,NW,854.11,,,,,Vollzugsverordnung zum Gesetz über das Gastgwerbe und den Handel mit alkoholischen Getränken
cantonal,NW,855.11,,,,,Einführungsverordnung zum Bundesgesetz über das Bergführerwesen und Anbieten weiterer Risikoaktivitäten
cantonal,NW,861.1,,,,,Interkantonale Vereinbarung zum Abbau technischer Handelshemmnisse
cantonal,NW,862.1,,,,,Einführungsverordnung zur Bundesgesetzgebung über das Messwesen
cantonal,NW,863.1,,,,,Gesetz über die Märkte und das Reisendengewerbe
cantonal,NW,865.1,,,,,Gesetz über die Förderung des Tourismus
cantonal,NW,866.1,,,,,Gesetz über die Nidwaldner Kantonalbank
cantonal,NW,866.111,,,,,Landratsbeschluss über die Umwandlung und Festsetzung des Dotationskapitals der Nidwaldner Kantonalbank
cantonal,NW,866.112,,,,,Reglement über die Ausgabe von Partizipationsscheinen der Nidwaldner Kantonalbank
cantonal,NW,866.31,,,,,Einführungsverordnung zum Bundesgesetz über den Konsumkredit
cantonal,NW,867.1,,,,,Gesetz über die Nidwaldner Sachversicherung
cantonal,NW,867.11,,,,,Vollzugsverordnung zum Gesetz über die Nidwaldner Sachversicherung
cantonal,NW,867.111,,,,,Reglement über die Prämien und Abgaben sowie den Selbstbehalt in der obligatorischen Versicherung
cantonal,NW,867.112,,,,,Reglement über die freiwillige Versicherung
cantonal,NW,867.113,,,,,Reglement über die Schätzung und Schadenregelung
cantonal,NW,867.114,,,,,Reglement über die Beitragsleistungen an die Elementarschadenprävention
cantonal,NW,867.3,,,,,Gesetz über die Vergütung nicht versicherbarer Elementarschäden
cantonal,NW,911.0,,,,,Gesetz über den Katastropheneinsatz
cantonal,NW,911.1,,,,,Gesetz über das Polizeiwesen
cantonal,NW,911.11,,,,,Verordnung zum Gesetz über das Polizeiwesen
cantonal,NW,912.1,,,,,Konkordat über die Grundlagen der Polizei-Zusammenarbeit in der Zentralschweiz
cantonal,NW,912.2,,,,,Übereinkunft betreffend die Polizeitransporte
cantonal,NW,912.3,,,,,Vereinbarung über die interkantonalen Polizeieinsätze
cantonal,NW,912.4,,,,,Konkordat über Errichtung und Betrieb einer interkantonalen Polizeischule Hitzkirch
cantonal,NW,912.5,,,,,Interkantonale Vereinbarung über die computergestützte Zusammenarbeit der Kantone bei der Aufklärung von Gewaltdelikten
cantonal,NW,912.6,,,,,Vereinbarung zwischen dem Bund und den Kantonen über die Harmonisierung und die gemeinsame Bereitstellung der Polizeitechnik und -informatik in der Schweiz
cantonal,NW,912.61,,,,,Landratsbeschluss über den Beitritt zur Vereinbarung zwischen dem Bund und den Kantonen über die Harmonisierung und die gemeinsame Bereitstellung der Polizeitechnik und -informatik in der Schweiz (VPTI)
cantonal,NW,912.7,,,,,Vereinbarung zwischen den Kantonen und dem Bund über die Harmonisierung der Informatik in der Strafjustiz
cantonal,NW,912.71,,,,,Landratsbeschluss über den Beitritt zur Vereinbarung zwischen den Kantonen und dem Bund über die Harmonisierung der Informatik in der Strafjustiz
cantonal,NW,921.1,,,,,Gesetz über die öffentlichen Ruhetage
cantonal,NW,922.1,,,,,Verordnung über das Baden in öffentlichen Gewässern
cantonal,NW,923.1,,,,,Konkordat über Massnahmen gegen Gewalt anlässlich von Sportveranstaltungen
cantonal,NW,923.11,,,,,Einführungsverordnung zur Gesetzgebung über Massnahmen zur Wahrung der inneren Sicherheit
cantonal,NW,931.1,,,,,"Einführungsverordnung zum Bundesgesetz über Waffen, Waffenzubehör und Munition"
cantonal,NW,931.21,,,,,Verordnung zum Bundesgesetz über Sprengstoffe
cantonal,NW,932.1,,,,,Einführungsgesetz zum Bundesgesetz über Geldspiele
cantonal,NW,932.11,,,,,Vollzugsverordnung zum Einführungsgesetz zum Bundesgesetz über Geldspiele
cantonal,NW,932.2,,,,,Gesamtschweizerisches Geldspielkonkordat
cantonal,NW,932.3,,,,,Interkantonale Vereinbarung betreffend die gemeinsame Durchführung von Geldspielen
cantonal,OW,101.0,,,,,Verfassung des Kantons Obwalden
cantonal,OW,101.1,,,,,Interpretation des Artikels 46 der Kantonsverfassung
cantonal,OW,101.3,,,,,Kantonsratsbeschluss über die Interpretation von Artikel 66 der Kantonsverfassung (Wählbarkeit als Kantonsrat)
cantonal,OW,111.2,,,,,Gesetz über den Erwerb und den Verlust des Kantons- und Gemeindebürgerrechts
cantonal,OW,111.21,,,,,Verordnung zum Gesetz über den Erwerb und den Verlust des Kantons- und Gemeindebürgerrechts
cantonal,OW,111.211,,,,,Ausführungsbestimmungen zur Bürgerrechtsverordnung
cantonal,OW,113.11,,,,,Verordnung über das Einwohnerregister
cantonal,OW,113.111,,,,,Ausführungsbestimmungen über die Daten der Einwohnerregister
cantonal,OW,113.123,,,,,Ausführungsbestimmungen über die Gebühren für die Einwohnerkontrolle
cantonal,OW,113.21,,,,,Vollziehungsverordnung zum Bundesgesetz über die Ausländerinnen und Ausländer sowie zum Asylgesetz
cantonal,OW,113.211,,,,,Ausführungsbestimmungen über den Fonds für die Wohnraumbeschaffung und Integration im Asyl- und Flüchtlingsbereich
cantonal,OW,113.212,,,,,Ausführungsbestimmungen über die Gebühren des Amtes für Arbeit
cantonal,OW,113.213,,,,,"Ausführungsbestimmungen über die wirtschaftliche Sozialhilfe für Asylsuchende, Schutzbedürftige ohne Aufenthaltsbewilligung und vorläufig aufgenommene Personen in Bundeszuständigkeit"
cantonal,OW,113.214,,,,,Ausführungsbestimmungen über den Fonds für Schutzbedürftige aus der Ukraine mit Status S
cantonal,OW,113.215,,,,,Ausführungsbestimmungen über den Fonds Schwankungsreserven Flüchtlinge
cantonal,OW,122.1,,,,,Gesetz über die Ausübung der politischen Rechte
cantonal,OW,122.11,,,,,Vollziehungsverordnung zum Gesetz über die Ausübung der politischen Rechte
cantonal,OW,122.2,,,,,Gesetz über die Wahl des Kantonsrates
cantonal,OW,122.3,,,,,Gesetz über die Einführung des Frauenstimm- und -wahlrechts
cantonal,OW,130.1,,,,,Staatsverwaltungsgesetz
cantonal,OW,130.3,,,,,Haftungsgesetz
cantonal,OW,130.4,,,,,Gesetz über die Entlöhnung und Entschädigung von Behörden und Kommissionen
cantonal,OW,130.41,,,,,Verordnung über die Entschädigungen der nebenamtlichen Behörden und Beamten
cantonal,OW,131.1,,,,,Gesetz über das Amtsblatt und die Gesetzessammlungen
cantonal,OW,131.111,,,,,Ausführungsbestimmungen zum Publikationsgesetz
cantonal,OW,131.21,,,,,Verordnung über das Staatsarchiv
cantonal,OW,131.3,,,,,Gesetz über das Öffentlichkeitsprinzip
cantonal,OW,131.314,,,,,Ausführungsbestimmungen über die Information der Öffentlichkeit durch den Regierungsrat und die kantonale Verwaltung
cantonal,OW,131.4,,,,,Gesetz über die Harmonisierung der amtlichen Register
cantonal,OW,131.411,,,,,Ausführungsbestimmungen zum kantonalen Registerharmonisierungsgesetz
cantonal,OW,131.5,,,,,Geoinformationsgesetz
cantonal,OW,131.511,,,,,Ausführungsbestimmungen zum Geoinformationsgesetz
cantonal,OW,132.1,,,,,Gesetz über den Kantonsrat
cantonal,OW,132.11,,,,,Geschäftsordnung des Kantonsrats
cantonal,OW,133.11,,,,,Verordnung über die Organisation des Regierungsrates und der kantonalen Verwaltung
cantonal,OW,133.111,,,,,Ausführungsbestimmungen über die Aufgaben und Gliederung der Departemente
cantonal,OW,133.21,,,,,Verordnung über das Verwaltungs- und Verwaltungsbeschwerdeverfahren
cantonal,OW,134.1,,,,,Gesetz über die Gerichtsorganisation
cantonal,OW,134.111,,,,,Ausführungsbestimmungen über die Inkraftsetzung der Gerichtsorganisationsgesetzgebung
cantonal,OW,134.112,,,,,Geschäftsreglement für das Kantonsgericht
cantonal,OW,134.113,,,,,Reglement über die Besetzung des Obergerichts
cantonal,OW,134.114,,,,,Geschäftsreglement für das Obergericht
cantonal,OW,134.115,,,,,Reglement über den elektronischen Rechtsverkehr
cantonal,OW,134.118,,,,,Ausführungsbestimmungen über die Schlichtungsbehörde
cantonal,OW,134.13,,,,,Verordnung über die Wählbarkeitsvoraussetzungen für Gerichtsbehörden und die Staatsanwaltschaft
cantonal,OW,134.14,,,,,Verordnung über das Verwaltungsgerichtsverfahren
cantonal,OW,134.15,,,,,Gebührenordnung für die Rechtspflege
cantonal,OW,134.151,,,,,Reglement über die Entschädigung für die unentgeltliche Verbeiständung und die amtliche Verteidigung
cantonal,OW,134.311,,,,,Ausführungsbestimmungen zum Bundesgesetz über die Banken und Sparkassen vom 29. Februar 2000
cantonal,OW,134.4,,,,,Gesetz über die Ausübung des Anwaltsberufes
cantonal,OW,134.411,,,,,Reglement betreffend die Anwaltsprüfung und das Rechtspraktikum
cantonal,OW,134.412,,,,,Ausführungsbestimmungen über die Entschädigung der Anwaltskommission und der Notariatskommission
cantonal,OW,137.1,,,,,Gesetz über den Datenschutz
cantonal,OW,137.2,,,,,"Vereinbarung der Kantone Schwyz, Obwalden und Nidwalden über die Zusammenarbeit im Datenschutz"
cantonal,OW,138.2,,,,,Vereinbarung über das Informatikleistungszentrum der Kantone Obwalden und Nidwalden
cantonal,OW,138.3,,,,,Vereinbarung über die Zusammenarbeit im Bereich der Informatik
cantonal,OW,141.11,,,,,Personalverordnung
cantonal,OW,141.111,,,,,Ausführungsbestimmungen über die Stellenbewertung und Entlöhnung
cantonal,OW,141.112,,,,,Ausführungsbestimmungen über die Anstellungsbefugnisse und das Personaldossier
cantonal,OW,141.113,,,,,Ausführungsbestimmungen über die Arbeitszeit bei der kantonalen Verwaltung
cantonal,OW,141.114,,,,,Ausführungsbestimmungen über die Spesenentschädigungen und Zulagen im Staatsdienst
cantonal,OW,141.115,,,,,Ausführungsbestimmungen über die Weiterbildung bei der kantonalen Verwaltung
cantonal,OW,141.117,,,,,Ausführungsbestimmungen über die beschützenden Arbeitsplätze
cantonal,OW,160.2,,,,,Kirchenorganisation der Evangelisch-reformierten Kirchgemeinde Obwalden (alter Kantonsteil)
cantonal,OW,160.3,,,,,Kirchenorganisation der Evangelisch-reformierten Kirchgemeinde Engelberg
cantonal,OW,210.1,,,,,Gesetz betreffend die Einführung des Schweizerischen Zivilgesetzbuches
cantonal,OW,210.115,,,,,Ausführungsbestimmungen über den Vollzug von gerichtlich angeordneten elektronischen Überwachungen gemäss Art. 28c ZGB
cantonal,OW,210.2,,,,,Gesetz betreffend Ergänzung des Einführungsgesetzes zum Schweizerischen Zivilgesetzbuch
cantonal,OW,210.3,,,,,Gesetz über die öffentliche Beurkundung
cantonal,OW,210.31,,,,,Verordnung über die öffentliche Beurkundung
cantonal,OW,210.351,,,,,Reglement über die Eignungsprüfung der Notarinnen und Notare
cantonal,OW,211.11,,,,,Zivilstandsverordnung
cantonal,OW,211.111,,,,,Verwaltungsvereinbarung betreffend die Zusammenarbeit der Kantone Luzern und Obwalden bei der Aufsicht im Zivilstandswesen
cantonal,OW,211.115,,,,,Ausführungsbestimmungen der ZBSA betreffend die Aufsicht über die Stiftungen
cantonal,OW,211.211,,,,,Ausführungsbestimmungen zum Kindes- und Adoptionsrecht
cantonal,OW,211.311,,,,,Ausführungsbestimmungen zum Personen- und Eherecht
cantonal,OW,211.4,,,,,Einführungsgesetz zum Partnerschaftsgesetz
cantonal,OW,211.61,,,,,Verordnung betreffend die Einführung des Kindes- und Erwachsenenschutzrechts
cantonal,OW,211.611,,,,,Ausführungsbestimmungen zur Verordnung betreffend die Einführung des Kindes- und Erwachsenenschutzrechts
cantonal,OW,213.11,,,,,Vollziehungsverordnung über die amtliche Vermessung
cantonal,OW,213.111,,,,,Ausführungsbestimmungen über die Festlegung von Gebieten mit dauernden Bodenverschiebungen
cantonal,OW,213.31,,,,,Verordnung betreffend die Viehverpfändung
cantonal,OW,213.410,,,,,Ausführungsbestimmungen über das Grundbuch
cantonal,OW,213.412,,,,,Ausführungsbestimmungen über den elektronischen Geschäftsverkehr und weitere Dienstleistungen mittels des informatisierten Grundbuchs
cantonal,OW,213.51,,,,,Verordnung über die Bereinigung der dinglichen Rechte und die Einführung des eidgenössischen Grundbuchs
cantonal,OW,213.61,,,,,Verordnung über die Grundbuchgebühren
cantonal,OW,213.611,,,,,"Ausführungsbestimmungen über die Rechnungsführung und Rechnungsstellung bezüglich der Beurkundungs-, Grundbuch- und Schatzungsgebühren"
cantonal,OW,213.7,,,,,Gesetz über die amtliche Schätzung der Grundstücke und das Grundpfandrecht
cantonal,OW,213.71,,,,,Verordnung über die amtliche Schätzung der Grundstücke und das Grundpfandrecht
cantonal,OW,213.713,,,,,Ausführungsbestimmungen über die Gewährung eines Einschlags auf dem Eigenmietwert in Härtefällen
cantonal,OW,213.72,,,,,Verordnung über die Schätzungsgebühren
cantonal,OW,213.81,,,,,Vollziehungsverordnung zum Bundesgesetz über den Erwerb von Grundstücken durch Personen im Ausland
cantonal,OW,213.811,,,,,Ausführungsbestimmungen zur Vollziehungsverordnung zum Bundesgesetz über den Erwerb von Grundstücken durch Personen im Ausland
cantonal,OW,213.812,,,,,Regierungsratsbeschluss über die Förderungsorte und die Verteilung der Bewilligungen betreffend den Erwerb von Grundstücken durch Personen im Ausland für die Jahre 2025/2026
cantonal,OW,220.11,,,,,Verordnung über die Einführung des Bundesgesetzes über das Obligationenrecht
cantonal,OW,220.112,,,,,Ausführungsbestimmungen zum Verfahren bei der Gewährleistung im Viehhandel
cantonal,OW,220.21,,,,,Versteigerungsverordnung
cantonal,OW,220.511,,,,,Ausführungsbestimmungen über die berufsmässige transnationale Ehe- oder Partnerschaftsvermittlung
cantonal,OW,220.61,,,,,Vollzugsverordnung zum Bundesgesetz über die Anlagefonds
cantonal,OW,230.511,,,,,Ausführungsbestimmungen zur eidgenössischen Wappenschutzgesetzgebung
cantonal,OW,240.511,,,,,Ausführungsbestimmungen zum Lugano-Übereinkommen und zum Bundesgesetz über das Internationale Privatrecht
cantonal,OW,310.1,,,,,Gesetz über das kantonale Strafrecht
cantonal,OW,310.41,,,,,Verordnung über die direkte Bussenausfällung durch die Kantonspolizei und weitere Kontrollorgane
cantonal,OW,310.711,,,,,Ausführungsbestimmungen über Praxen und Spitäler für den Schwangerschaftsabbruch
cantonal,OW,320.311,,,,,Vereinbarung über die Zusammenarbeit bei der Verfolgung von Wirtschaftsdelikten
cantonal,OW,320.511,,,,,Ausführungsbestimmungen zum Bundesgesetz betreffend die Überwachung des Post- und Fernmeldeverkehrs
cantonal,OW,330.11,,,,,Verordnung über den Straf- und Massnahmenvollzug sowie die Bewährungshilfe
cantonal,OW,330.111,,,,,Ausführungsbestimmungen über die Bewährungshilfe im Strafvollzug
cantonal,OW,330.21,,,,,Gefängnisordnung
cantonal,OW,330.211,,,,,Ausführungsbestimmungen zur Gefängnisordnung
cantonal,OW,330.212,,,,,Ausführungsbestimmungen über das Disziplinarrecht im Freiheitsentzug
cantonal,OW,330.611,,,,,Ausführungsbestimmungen über die Zuständigkeit für den Vollzug von Landesverweisungen
cantonal,OW,350.11,,,,,Vollziehungsverordnung zum Opferhilfegesetz
cantonal,OW,410.1,,,,,Bildungsgesetz
cantonal,OW,410.11,,,,,Bildungsverordnung
cantonal,OW,410.12,,,,,Verordnung über das Anstellungsverhältnis der Lehrpersonen
cantonal,OW,410.13,,,,,"Verordnung über Leistungsangebote in den Bereichen Sozialpädagogik, Sonderschulung und Förderung von Menschen mit einer Behinderung"
cantonal,OW,410.131,,,,,Ausführungsbestimmungen über die Schuldienste
cantonal,OW,410.132,,,,,"Ausführungsbestimmungen über die Sonderpädagogik in den Bereichen Sonderschulung, Förderangebote und Nachteilsausgleich"
cantonal,OW,410.133,,,,,"Ausführungsbestimmungen zur Verordnung über Leistungsangebote in den Bereichen Sozialpädagogik, Sonderschulung und Förderung von Menschen mit einer Behinderung"
cantonal,OW,410.134,,,,,Ausführungsbestimmungen über die Beteiligung an den Kosten des Grundschulunterrichts
cantonal,OW,410.2,,,,,Konkordat über die Schulkoordination
cantonal,OW,410.3,,,,,Regionales Schulabkommen Zentralschweiz
cantonal,OW,410.4,,,,,Interkantonale Vereinbarung über die Anerkennung von Ausbildungsabschlüssen
cantonal,OW,410.411,,,,,Reglement über die Anerkennung von Ausbildungsabschlüssen
cantonal,OW,410.512,,,,,Ausführungsbestimmungen über die Schulgesundheit
cantonal,OW,410.811,,,,,Ausführungsbestimmungen über die für Hochbegabte anerkannten Vertragsschulen
cantonal,OW,412.11,,,,,Volksschulverordnung
cantonal,OW,412.111,,,,,"Ausführungsbestimmungen über das Beurteilen, die Promotion und das Übertrittsverfahren in der Volksschule"
cantonal,OW,412.112,,,,,Ausführungsbestimmungen über die Stundentafel für die Volksschule
cantonal,OW,412.114,,,,,Ausführungsbestimmungen über die Basisstufe
cantonal,OW,412.115,,,,,Ausführungsbestimmungen über die kantonalen Vorgaben zu den schulergänzenden Tagesstrukturen
cantonal,OW,414.211,,,,,Ausführungsbestimmungen über die Kantonsschule (Organisationsstatut)
cantonal,OW,414.215,,,,,Ausführungsbestimmungen über die Maturitätsprüfungen
cantonal,OW,414.62,,,,,Leistungsvereinbarung mit dem Kloster und der Stiftsschule Engelberg über die Aufnahme und Ausbildung von Schülerinnen und Schülern aus dem Kanton Obwalden
cantonal,OW,414.64,,,,,Leistungsvereinbarung mit der Schweizerischen Sportmittelschule Engelberg AG
cantonal,OW,415.111,,,,,Ausführungsbestimmungen über die gemäss Interkantonaler Fachschulvereinbarung anerkannten Vertragsschulen
cantonal,OW,415.31,,,,,Interkantonale Vereinbarung über die Beiträge an die Ausbildungskosten von universitären Hochschulen
cantonal,OW,415.421,,,,,Zentralschweizer Fachhochschul-Verordnung
cantonal,OW,415.422,,,,,"Personalverordnung der Hochschule Luzern, FH Zentralschweiz"
cantonal,OW,415.423,,,,,"Verordnung über die Gebühren an der Hochschule Luzern, FH Zentralschweiz"
cantonal,OW,415.52,,,,,Interkantonale Vereinbarung über Beiträge an die Bildungsgänge der höheren Fachschulen
cantonal,OW,416.111,,,,,Ausführungsbestimmungen über die Berufsbildung und die Weiterbildung
cantonal,OW,416.211,,,,,Ausführungsbestimmungen über die Brückenangebote
cantonal,OW,416.212,,,,,Ausführungsbestimmungen über die Berufsmaturitätsschule
cantonal,OW,416.213,,,,,Ausführungsbestimmungen über die Aufnahme in Fachmittelschulen und Mittelschulen mit Berufsabschluss
cantonal,OW,416.214,,,,,Ausführungsbestimmungen über die Aufnahme in Berufsmaturitätsschulen
cantonal,OW,418.1,,,,,Sportförderungsgesetz
cantonal,OW,418.111,,,,,Ausführungsbestimmungen über die Beiträge an begabte Sportlerinnen und Sportler sowie die Entschädigung der Schulsportcoaches
cantonal,OW,419.11,,,,,Verordnung über die Ausrichtung von Ausbildungsbeiträgen
cantonal,OW,419.111,,,,,Ausführungsbestimmungen über die Ausrichtung von Ausbildungsbeiträgen
cantonal,OW,419.2,,,,,Interkantonale Vereinbarung zur Harmonisierung von Ausbildungsbeiträgen
cantonal,OW,419.311,,,,,Reglement über den Kathriner-Egger-Fonds
cantonal,OW,451.1,,,,,Kulturgesetz
cantonal,OW,451.111,,,,,Ausführungsbestimmungen über die Kulturförderung
cantonal,OW,451.21,,,,,"Verordnung über den Schutz von Bau- und Kulturdenkmälern (Denkmalschutzverordnung, DSV)"
cantonal,OW,451.511,,,,,Ausführungsbestimmungen über die Kantonsbibliothek
cantonal,OW,454.111,,,,,Ausführungsbestimmungen über den Kulturgüterschutz
cantonal,OW,510.1,,,,,Polizeigesetz
cantonal,OW,510.111,,,,,Ausführungsbestimmungen zum Polizeigesetz
cantonal,OW,510.112,,,,,Ausführungsbestimmungen über Kosten für Polizeidienste
cantonal,OW,510.113,,,,,Ausführungsbestimmungen über die zentrale Alarmanlage
cantonal,OW,510.116,,,,,Ausführungsbestimmungen über die Aufsicht über die nachrichtendienstlichen Tätigkeiten
cantonal,OW,510.4,,,,,Vereinbarung über die interkantonalen Polizeieinsätze
cantonal,OW,510.5,,,,,Konkordat über Massnahmen gegen Gewalt anlässlich von Sportveranstaltungen
cantonal,OW,510.511,,,,,Ausführungsbestimmungen zum Konkordat über Massnahmen gegen Gewalt anlässlich von Sportveranstaltungen
cantonal,OW,510.6,,,,,Gesetz über den Schutz bei häuslicher Gewalt
cantonal,OW,510.7,,,,,Interkantonale Vereinbarung (bzw. Konkordat) über die computergestützte Zusammenarbeit der Kantone bei der Aufklärung von Gewaltdelikten
cantonal,OW,510.711,,,,,Ausführungsbestimmungen zur interkantonalen Vereinbarung (bzw. Konkordat) über die computergestützte Zusammenarbeit der Kantone bei der Aufklärung von Gewaltdelikten (ViCLAS-Konkordat)
cantonal,OW,510.911,,,,,Ausführungsbestimmungen zum Waffengesetz
cantonal,OW,510.912,,,,,Ausführungsbestimmungen zum Sprengstoffgesetz
cantonal,OW,530.111,,,,,Ausführungsbestimmungen über die Militärverwaltung
cantonal,OW,530.41,,,,,Vollziehungsverordnung zum Bundesgesetz über die Wehrpflichtersatzabgabe
cantonal,OW,540.1,,,,,Bevölkerungsschutzgesetz
cantonal,OW,540.111,,,,,Ausführungsbestimmungen über den Bevölkerungsschutz
cantonal,OW,540.112,,,,,Ausführungsbestimmungen über den kantonalen Führungsstab
cantonal,OW,540.21,,,,,Verordnung über den Koordinierten Sanitätsdienst
cantonal,OW,540.311,,,,,Ausführungsbestimmungen über die Sicherstellung der Trinkwasserversorgung in Notlagen
cantonal,OW,542.11,,,,,Verordnung über die wirtschaftliche Landesversorgung
cantonal,OW,543.1,,,,,Zivilschutzgesetz
cantonal,OW,543.111,,,,,Ausführungsbestimmungen über den Zivilschutz
cantonal,OW,546.1,,,,,Gesetz über den vorbeugenden Brandschutz und die Feuerwehr
cantonal,OW,546.111,,,,,Ausführungsbestimmungen zum Feuerwehrgesetz
cantonal,OW,546.112,,,,,Ausführungsbestimmungen über die Stützpunktaufgaben der Feuerwehren der Gemeinden Sarnen und Engelberg
cantonal,OW,546.116,,,,,"Ausführungsbestimmungen über die Kosten der Feuerwehr-, Ölwehr-, Chemiewehr- und Strahlenschutzeinsätze"
cantonal,OW,546.211,,,,,Kaminfegertarif
cantonal,OW,610.1,,,,,Finanzhaushaltsgesetz
cantonal,OW,610.111,,,,,Ausführungsbestimmungen über den Vollzug des Finanzhaushaltsgesetzes durch den Kanton
cantonal,OW,610.112,,,,,Ausführungsbestimmungen über die Finanzkennzahlen und die Finanzstatistik
cantonal,OW,610.211,,,,,Ausführungsbestimmungen über den Vollzug des Finanzhaushaltsgesetzes durch die Kirchgemeinden
cantonal,OW,610.221,,,,,Ausführungsbestimmungen über das Interne Kontrollsystem IKS
cantonal,OW,630.1,,,,,Finanzausgleichsgesetz
cantonal,OW,630.51,,,,,Verordnung über die Beteiligung der Einwohnergemeinden am interkantonalen Finanzausgleich
cantonal,OW,641.111,,,,,Ausführungsbestimmungen über die Erhebung der direkten Bundessteuer
cantonal,OW,641.211,,,,,Ausführungsbestimmungen über die Rückerstattung der eidgenössischen Verrechnungssteuer
cantonal,OW,641.311,,,,,Ausführungsbestimmungen über die Anrechnung ausländischer Quellensteuern
cantonal,OW,641.4,,,,,Steuergesetz
cantonal,OW,641.41,,,,,Vollziehungsverordnung zum Steuergesetz
cantonal,OW,641.412,,,,,Ausführungsbestimmungen über den steuerlichen Abzug von Berufskosten bei unselbstständiger Erwerbstätigkeit
cantonal,OW,641.413,,,,,Ausführungsbestimmungen über den steuerlichen Abzug der Kosten von Liegenschaften des Privatvermögens
cantonal,OW,641.414,,,,,Ausführungsbestimmungen über die Quellensteuern von natürlichen und juristischen Personen
cantonal,OW,641.415,,,,,Ausführungsbestimmungen über die zeitliche Bemessung der Steuer bei juristischen Personen
cantonal,OW,641.416,,,,,Ausführungsbestimmungen über die zeitliche Bemessung der Steuer bei natürlichen Personen
cantonal,OW,641.418,,,,,Ausführungsbestimmungen über die Errichtung des steuerlichen Nachlassinventars
cantonal,OW,641.419,,,,,Ausführungsbestimmungen über den Steuerbezug
cantonal,OW,641.420,,,,,Ausführungsbestimmungen über die Steuerveranlagung
cantonal,OW,641.421,,,,,Ausführungsbestimmungen über die Digitalisierung des Steuerverfahrens
cantonal,OW,641.427,,,,,Ausführungsbestimmungen über die ermässigte Besteuerung von Gewinnen aus Patenten und vergleichbaren Rechten
cantonal,OW,641.428,,,,,Ausführungsbestimmungen über Rückstellungen für Investitionen in ökologische Anlagen
cantonal,OW,643.1,,,,,Allgemeines Gebührengesetz
