level,canton,number,abbr_de,abbr_fr,abbr_it,aliases,title_de
cantonal,VD,280.05.2,,,,,RÈGLEMENT concernant les épreuves pour l'obtention du brevet de capacité de préposé aux poursuites et aux faillites
cantonal,VD,280.05.3,,,,,RÈGLEMENT concernant les autorités et organes extraordinaires chargés d'ordonner et d'exécuter un séquestre en dehors des jours et des heures officiels d'ouverture des offices judiciaires
cantonal,VD,280.07.1,,,,,"RÈGLEMENT concernant les représentants professionnels autorisés conformément à l'article 27, alinéa 2, LP"
cantonal,VD,280.21,,,,,LOI concernant l'application dans le Canton de Vaud de la loi fédérale du 4 décembre 1947 réglant la poursuite pour dettes contre les communes et autres collectivités de droit public cantonal
cantonal,VD,280.23.1,,,,,ARRÊTÉ sur les protêts d'effets de change
cantonal,VD,280.231,,,,,DÉCRET donnant aux préposés aux poursuites et aux préposés aux faillites qualité pour dresser les actes de protêt des effets de change
cantonal,VD,280.31.1,,,,,TARIF des frais judiciaires en matière de poursuite et faillite
cantonal,VD,280.91,,,,,CONCORDAT sur l'entraide judiciaire pour l'exécution des prétentions de droit public
cantonal,VD,280.92,,,,,TRAITÉ entre le Royaume de Bavière et la Confédération suisse sur l'égalité du droit de concours et de classification dans les faillites.
cantonal,VD,280.94,,,,,CONVENTION entre la Confédération suisse et la Couronne de Wurtemberg relative aux rapports de concours et à un traitement égal des ressortissants réciproques des deux Etats dans les cas de concours.
cantonal,VD,311.11,,,,,LOI d'application du Code pénal suisse
cantonal,VD,311.15,,,,,LOI pénale vaudoise
cantonal,VD,311.51,,,,,LOI sur la contrebande du sel
cantonal,VD,311.551,,,,,DÉCRET sur la répression de certaines infractions en matière de défense nationale économique
cantonal,VD,312.01,,,,,LOI d'introduction du Code de procédure pénale suisse
cantonal,VD,312.01.5,,,,,RÈGLEMENT du Tribunal des mesures de contrainte et d'application des peines
cantonal,VD,312.03.1,,,,,TARIF des frais de procédure et indemnités en matière pénale
cantonal,VD,312.03.3,,,,,TARIF des frais de procédure pour le Ministère public et les autorités administratives compétentes en matière de contraventions
cantonal,VD,312.05,,,,,LOI d'introduction de la loi fédérale du 20 mars 2009 sur la procédure pénale applicable aux mineurs
cantonal,VD,312.05.5,,,,,RÈGLEMENT sur la médiation dans le cadre de la procédure pénale applicable aux mineurs
cantonal,VD,312.07,,,,,LOI sur l'exécution de la détention avant jugement
cantonal,VD,312.11,,,,,LOI sur les contraventions
cantonal,VD,312.15,,,,,LOI sur les sentences municipales
cantonal,VD,312.15.1,,,,,RÈGLEMENT fixant le tarif des frais en matière de sentences municipales
cantonal,VD,312.21,,,,,LOI sur les expertises médico-légales en matière pénale
cantonal,VD,312.25.1,,,,,RÈGLEMENT fixant les indemnités pour les prestations et expertises médico-légales requises par les autorités judiciaires et administratives
cantonal,VD,312.41,,,,,LOI d'application de la loi fédérale du 23 mars 2007 sur l'aide aux victimes d'infractions
cantonal,VD,316.315.1,,,,,ARRÊTÉ relatif aux aides individuelles allouées aux détenteurs d'animaux de rente exerçant leur activité dans les zones touchées par la présence de grands carnivores
cantonal,VD,322.51.1,,,,,RÈGLEMENT sur l'attribution du pouvoir disciplinaire militaire
cantonal,VD,330.11.1,,,,,RÈGLEMENT sur le casier judiciaire et le contrôle cantonal
cantonal,VD,340.01,,,,,LOI sur l'exécution des condamnations pénales
cantonal,VD,340.01.0,,,,,LOI sur l'exécution des condamnations pénales et de la détention préventive --> 340.01
cantonal,VD,340.01.1,,,,,RÈGLEMENT sur le statut des personnes condamnées exécutant une peine privative de liberté ou une mesure
cantonal,VD,340.01.2,,,,,RÈGLEMENT sur la Commission interdisciplinaire consultative concernant les délinquants dangereux
cantonal,VD,340.01.3,,,,,RÈGLEMENT pour la Commission de libération
cantonal,VD,340.01.4,,,,,RÈGLEMENT pour le Comité des visiteurs de prisons et des lieux de privation de liberté
cantonal,VD,340.01.5,,,,,RÈGLEMENT sur l'exécution du travail d'intérêt général
cantonal,VD,340.01.6,,,,,RÈGLEMENT sur l'exécution des courtes peines privatives de liberté sous forme d'arrêts domiciliaires
cantonal,VD,340.01.7,,,,,RÈGLEMENT sur l'exécution d'une phase du régime de fin de peine sous forme d'arrêts domiciliaires
cantonal,VD,340.01.8,,,,,RÈGLEMENT sur les tâches et compétences de l'autorité de probation
cantonal,VD,340.02.5,,,,,RÈGLEMENT sur le statut des personnes détenues placées en établissement de détention avant jugement
cantonal,VD,340.05.1,,,,,ARRÊTÉ sur l'assurance-accidents des détenus et internés
cantonal,VD,340.05.2,,,,,RÈGLEMENT concernant l'octroi de congés aux condamnés adultes primaires et récidivistes
cantonal,VD,340.05.3,,,,,RÈGLEMENT sur le régime progressif de l'exécution des peines et de l'internement des délinquants d'habitude
cantonal,VD,340.05.4,,,,,RÈGLEMENT concernant le régime progressif applicable aux jeunes adultes placés dans une maison d'éducation au travail
cantonal,VD,340.07.1,,,,,RÈGLEMENT sur le droit disciplinaire applicable aux personnes détenues avant jugement et condamnées
cantonal,VD,340.07.2,,,,,&#8230;  mineures et aux jeunes adultes détenus provisoirement ou faisant l'objet &#8230;  pénal des mineurs et détenues dans l'Etablissement de détention concordataire du Canton de Vaud
cantonal,VD,340.07.3,,,,,RÈGLEMENT sur le statut des personnes détenues placées dans un établissement de détention pour mineurs
cantonal,VD,340.11.1,,,,,RÈGLEMENT des Etablissements de la plaine de l'Orbe
cantonal,VD,340.11.2,,,,,RÈGLEMENT de la prison du Bois-Mermet à Lausanne
cantonal,VD,340.11.3,,,,,"RÈGLEMENT des maisons d'arrêts et de détention préventive d'Echallens, Morges, Orbe, Vevey et des salles d'arrêts de Lausanne"
cantonal,VD,340.11.4,,,,,RÈGLEMENT sur le régime intérieur et le statut des personnes incarcérées dans la prison de La Tuilière
cantonal,VD,340.11.5,,,,,RÈGLEMENT sur l'organisation et le personnel de la prison de La Tuilière
cantonal,VD,340.11.6,,,,,RÈGLEMENT sur les agents de sécurité privée intervenant dans les établissements pénitentiaires
cantonal,VD,340.11.7,,,,,RÈGLEMENT sur l'infirmerie cellulaire des prisons de la Chaux-de-Fonds
cantonal,VD,340.11.8,,,,,"RÈGLEMENT pour le Conseil de surveillance des Maisons d'arrêts et de détention préventive, de la prison de La Tuilière et des Etablissements de la plaine de l'Orbe"
cantonal,VD,340.11.9.1,,,,,RÈGLEMENT concernant la Fondation latine Projets pilotes - Addictions
cantonal,VD,340.91,,,,,CONCORDAT concernant les frais d'exécution des peines et autres mesures
cantonal,VD,340.93,,,,,CONCORDAT sur l'exécution des peines privatives de liberté et des mesures concernant les adultes et les jeunes adultes dans les cantons latins (Concordat latin sur la détention pénale des adultes)
cantonal,VD,340.93.1,,,,,RÈGLEMENT concernant l'octroi d'autorisations de sortie aux personnes condamnées adultes et jeunes adultes
cantonal,VD,340.95,,,,,CONCORDAT sur l'exécution de la détention pénale des personnes mineures des cantons romands (et partiellement du Tessin)
cantonal,VD,340.95.1,,,,,RÈGLEMENT concernant l'octroi d'autorisations de sortie aux personnes condamnées mineures
cantonal,VD,340.95.2,,,,,RÈGLEMENT concordataire sur le droit disciplinaire applicable aux personnes détenues pénalement ou placées dans des établissements fermés pour mineurs
cantonal,VD,340.95.3,,,,,RÈGLEMENT concordataire sur l'exécution des peines sous la forme de la semi-détention
cantonal,VD,340.95.4,,,,,RÈGLEMENT concordataire sur l'exécution des peines sous la forme du travail d'intérêt général
cantonal,VD,340.95.5,,,,,RÈGLEMENT concordataire sur l'exécution des peines privatives de liberté sous surveillance électronique
cantonal,VD,351.91,,,,,CONCORDAT sur l'entraide judiciaire et la coopération intercantonale en matière pénale
cantonal,VD,400.00.010420.1,,,,,ARRÊTÉ sur les mesures prises dans le domaine de l'enseignement postobligatoire dans le cadre de la lutte contre le coronavirus (COVID-19)
cantonal,VD,400.00.130820.1,,,,,ARRÊTÉ sur les mesures cantonales destinées à lutter contre l'épidémie de COVID-19 en situation particulière dans les établissements de formation
cantonal,VD,400.00.170620.1,,,,,ARRÊTÉ sur les mesures d'adaptation concernant les enseignants des écoles professionnelles et gymnasiales
cantonal,VD,400.00.230621.1,,,,,"ARRÊTÉ relatif au transfert, au sein des gymnases vaudois, des compétences de la conférence des maîtres au conseil de direction pour l'année scolaire 2020-2021 dans le cadre des mesures de lutte contre l'épidémie COVID-19"
cantonal,VD,400.00.250320.1,,,,,ARRÊTÉ sur les mesures d’accompagnement dans le domaine de l’enseignement obligatoire visant à atténuer les conséquences des mesures prises pour lutter contre le coronavirus (COVID-19)
cantonal,VD,400.01,,,,,LOI scolaire
cantonal,VD,400.01.1,,,,,RÈGLEMENT d'application de la loi scolaire du 12 juin 1984
cantonal,VD,400.01.1.2,,,,,ARRÊTÉ fixant la participation aux frais d'enseignement entre les entités scolaires
cantonal,VD,400.01.1.3,,,,,RÈGLEMENT concernant les indemnités pour frais de transport et de pension des élèves de la scolarité obligatoire
cantonal,VD,400.01.1.4,,,,,RÈGLEMENT sur les transports scolaires
cantonal,VD,400.01.2,,,,,RÈGLEMENT sur la promotion de la santé et la prévention en milieu scolaire
cantonal,VD,400.01.3,,,,,RÈGLEMENT sur les constructions scolaires primaires et secondaires
cantonal,VD,400.02,,,,,LOI sur l'enseignement obligatoire
cantonal,VD,400.02.1,,,,,RÈGLEMENT d'application de la loi du 7 juin 2011 sur l'enseignement obligatoire
cantonal,VD,400.02.1.1,,,,,ARRÊTÉ fixant l'entrée en vigueur de la loi du 7 juin 2011 sur l'enseignement obligatoire (LEO) et les mesures transitoires destinées à régler la continuité du parcours des élèves au sein de l'école obligatoire
cantonal,VD,400.05.1,,,,,"ARRÊTÉ concernant le ""Fonds Claude Renaud"""
cantonal,VD,400.15.1,,,,,ARRÊTÉ réglant jusqu'à fin 2013 l'octroi et le financement par le Canton de Vaud des prestations de logopédie dispensées par des logopédistes indépendants
cantonal,VD,400.455,,,,,LOI sur l'enseignement privé
cantonal,VD,400.455.1,,,,,RÈGLEMENT d'application de la loi du 12 juin 1984 sur l'enseignement privé
cantonal,VD,400.91,,,,,CONCORDAT sur la coordination scolaire
cantonal,VD,400.92,,,,,CONVENTION entre la République et canton de Genève et le Canton de Vaud relative à l'admission dans leurs écoles publiques respectives d'élèves domiciliés sur le territoire de l'autre canton
cantonal,VD,400.93,,,,,CONVENTION entre la République et Canton de Genève et le Canton de Vaud relative à la scolarisation des élèves domiciliés sur le territoire de la commune de Chavannes-des-Bois
cantonal,VD,400.94,,,,,ACCORD INTERCANTONAL sur la reconnaissance des diplômes de fin d'études
cantonal,VD,400.94.3,,,,,RÈGLEMENT fixant les émoluments de la Conférence suisse des directrices et directeurs cantonaux de la santé (CDS)
cantonal,VD,400.941,,,,,DÉCRET d'application de l'accord intercantonal du 18 février 1993 sur la reconnaissance des diplômes de fin d'études
cantonal,VD,400.95,,,,,CONVENTION concernant le changement de domicile des élèves
cantonal,VD,400.955,,,,,CONVENTION INTERCANTONALE réglant la fréquentation d'une école située dans le canton autre que celui de domicile
cantonal,VD,400.96,,,,,CONVENTION entre le canton de Fribourg et le canton de Vaud concernant la collaboration scolaire intercantonale
cantonal,VD,400.961,,,,,CONCORDAT sur l¿achat du terrain et les études en vue de la construction des bâtiments destinés au Gymnase de la Broye
cantonal,VD,400.97,,,,,CONVENTION sur la création et l'exploitation du Gymnase intercantonal de la Broye
cantonal,VD,400.97.3,,,,,RÈGLEMENT de la Commission de construction et du Comité de projet pour la réalisation de l'adaptation et l'extension du Gymnase intercantonal de la Broye (GYB)
cantonal,VD,400.98,,,,,ACCORD INTERCANTONAL sur l'harmonisation de la scolarité obligatoire
cantonal,VD,400.985,,,,,CONVENTION scolaire romande
cantonal,VD,405.31.1,,,,,ARRÊTÉ relatif à l'âge maximal et minimal de la retraite des membres du corps enseignant
cantonal,VD,405.31.2,,,,,RÈGLEMENT relatif aux congés sabbatiques du corps enseignant et à leur financement
cantonal,VD,412.11,,,,,LOI sur l'enseignement secondaire supérieur
cantonal,VD,412.11.1,,,,,RÈGLEMENT des gymnases
cantonal,VD,412.11.2,,,,,"RÈGLEMENT de l'Office de perfectionnement scolaire, de transition et d'insertion professionnelle"
cantonal,VD,412.11.2.1,,,,,"RÈGLEMENT du fonds des taxes d'inscription de l'Office de perfectionnement scolaire, de transition et d'insertion professionnelle"
cantonal,VD,412.11.3,,,,,RÈGLEMENT des fonds des élèves des gymnases
cantonal,VD,412.11.4,,,,,RÈGLEMENT du fonds des taxes d'inscription des gymnases
cantonal,VD,412.12.1,,,,,RÈGLEMENT de l'École de maturité
cantonal,VD,413.01,,,,,LOI sur la formation professionnelle
cantonal,VD,413.01.1,,,,,RÈGLEMENT d'application de la loi du 9 juin 2009 sur la formation professionnelle
cantonal,VD,413.01.2,,,,,RÈGLEMENT concernant l'assurance-maladie et accidents des apprentis
cantonal,VD,413.01.240620.1,,,,,ARRÊTÉ sur les mesures de soutien à l'apprentissage dans le contexte économique impacté par la pandémie du coronavirus (COVID-19)
cantonal,VD,413.01.280421.1,,,,,ARRÊTÉ sur les mesures de soutien à l'apprentissage dans le contexte économique impacté par la pandémie du coronavirus (COVID-19)
cantonal,VD,413.01.3,,,,,RÈGLEMENT sur la formation d'employé(e) en économie familiale
cantonal,VD,413.03,,,,,"LOI sur la Fondation pour la formation et le perfectionnement professionnels des métiers machines, électrotechnique et métallurgie"
cantonal,VD,413.03.1,,,,,"RÈGLEMENT d'application de la loi du 24 novembre 2003 sur la Fondation pour la formation et le perfectionnement professionnels des métiers machines, électrotechnique et métallurgie (MEM)"
cantonal,VD,413.04.1,,,,,RÈGLEMENT de l'École de commerce
cantonal,VD,413.05.1,,,,,RÈGLEMENT de l'École de culture générale
cantonal,VD,413.051.1,,,,,"ARRÊTÉ instituant un ""Fonds de la Fédération vaudoise des entrepreneurs du bâtiment et de travaux publics"""
cantonal,VD,413.055.1,,,,,"ARRÊTÉ instituant un Fonds ""Prix Banque Cantonale Vaudoise"" en faveur des apprentis"
cantonal,VD,413.057.1,,,,,"ARRÊTÉ instituant un Fonds d'encouragement de l'Ecole professionnelle EPSIC, Lausanne"
cantonal,VD,413.059.1,,,,,"ARRÊTÉ instituant un Fonds d'encouragement du Centre d'enseignement professionnel du Nord vaudois, Yverdon-les- Bains (CEPNV)"
cantonal,VD,413.061.1,,,,,ARRÊTÉ instituant un Fonds d'encouragement du Centre d'enseignement professionnel de Morges (CEPM)
cantonal,VD,413.063.1,,,,,ARRÊTÉ instituant un Fonds d'encouragement de l'Ecole professionnelle de Payerne
cantonal,VD,413.065.1,,,,,"ARRÊTÉ instituant un Fonds d'encouragement de l'Ecole technique, Ecole des métiers, Lausanne (ETML)"
cantonal,VD,413.067.1,,,,,"ARRÊTÉ instituant un Fonds d'encouragement de l'Ecole de couture, Lausanne (ECL)"
cantonal,VD,413.069.1,,,,,ARRÊTÉ instituant un Fonds des élèves de l'Ecole d'arts appliqués et des apprentis des Ecoles professionnelles artisanale et commerciale de Vevey
cantonal,VD,413.071.1,,,,,ARRÊTÉ instituant un Fonds en faveur de l'Ecole supérieure vaudoise d'informatique de gestion
cantonal,VD,413.072.1,,,,,ARRÊTÉ ordonnant une enquête statistique auprès des élèves et parents vaudois concernant leur perception de la formation professionnelle
cantonal,VD,413.073.1,,,,,RÈGLEMENT instituant un fonds d'encouragement de l'Ecole supérieure de la santé (ESSanté)
